# 故事补长清单 A：中文名 | 补充句（追加到原故事末尾）
山梗菜	生于山野溪边阴湿处，蓝紫小花如小舟浮于叶间，花期夏秋，是花境与溪边的清雅点缀，栽培宜半阴湿润。
长叶婆婆纳	常生于湿地草甸与溪旁，花期春夏，蓝紫花穗成片开放如小旗，是水边花境与野花花园的清雅点缀。
雪轮	生于山坡草地与石缝间，耐旱好养，成片开放如覆雪，是野花花园与岩石园的常客，花期春夏。
蓝雏菊	原产南非，喜光耐旱，花期从春开到秋，蓝瓣金心清丽，是花坛镶边与阳台盆栽的蓝色点缀。
黄金菊	原产南非，耐热耐旱，花期极长，亮黄小花如金球，是花境与路边花带的"金边劳模"，叶带芳香。
紫堇花	早春林下成片开放如紫烟，花形如小鸟，全草可入药，是山野早春最柔美的报春野花之一。
柳穿鱼	生于沙地与路旁，耐旱耐瘠，花期春夏，细叶间游动着金黄"小鱼"，野趣十足，是花境的好配角。
大花耧斗菜	生于高山草甸，花距细长如燕尾，耐寒怕热，蓝紫花瓣清冽，是高山花园与岩石园的珍品。
蝴蝶花	生于林下溪边，耐阴喜湿，初夏蓝紫花如蝶停枝，花瓣带黄斑，是林缘与水边的优雅点缀。
柠檬花	原产亚洲柑橘带，白瓣紫心清香怡人，春末开花，是阳台柑橘盆栽的"香雪"，果香更添期待。
使君子	生于南方庭院与山坡，一穗花色由白转红，种子是传统驱虫药，藤蔓宜攀架成花廊。
紫花风铃木	原产南美热带，花期冬春，花先叶放，满树紫云，是南国行道树与公园最惊艳的紫色主角。
聚花风铃草	生于林缘草甸，耐寒喜光，蓝紫花球夏秋开放，是花境与切花中的蓝色明珠，成片如锦。
半边莲	生于水田边与湿地，全草入药可解蛇毒，白紫小花朴素，是湿地生态与民间药草里的贴心小草。
蓝星花	原产南美，喜光耐热，花期全年，天蓝五瓣配白花心，是阳台与花坛的"蓝天星"，日日清新。
四季海棠	原产巴西，耐半阴，叶亮花繁，红粉白花几乎全年开放，是花坛与窗台的"四季劳模"。
紫苏花	原产中国，叶紫红带香，是日料刺身配叶与中式紫苏酱的原料，花序淡紫成穗，朴实可赏。
雪片莲	原产欧洲，球根耐寒，早春雪中开花，白花带绿点如铃垂下，是林下与草坪的报春小灯。
鸟尾花	原产印度与斯里兰卡，喜暖湿，橙色花穗如鸟尾竖起，是温室与南国庭院的"橙火花"。
风铃草	原产欧洲，耐寒喜凉，蓝紫风铃初夏开放，花茎挺拔，是英式花园与切花的经典花材。
瓜叶菊	原产加那利群岛，冬春开花，花色斑斓如锦，是年宵花市与阳台的"彩色毛毯"。
蓝刺头	生于草原山坡，耐旱耐寒，蓝紫球花带刺而美，是干燥花材与蜜蜂花园的新宠。
山梅花	生于山坡灌丛，耐寒耐旱，白花如雪香似橙花，初夏开放，是庭院里清甜的"白色香雪"。
嘉兰	生于热带林缘，攀援生长，花瓣反卷如焰，是名贵切花，也是津巴布韦的国花。
桃金娘花	生于南方丘陵，果可食可酿酒，粉紫花如桃花，是岭南山野与乡愁的共同载体。
蜡瓣花	原产中国中部山地，早春花先叶放，黄花蜡质成串如铃，是庭院早春的报信者。
针垫花	原产南非，喜干热，红色花丝密如针垫，是花艺界的异域明星与干燥花材的新宠。
